Country,Location,Household_Size,Head_Age,Head_Gender,Head_Education,Occupation,Monthly_Income_USD,Food_Cost_USD,Rent_Cost_USD,Transport_Cost_USD,Utilities_Cost_USD,Other_Costs_USD,Total_Expenditure_USD,Has_Mobile_Money,Savings_Rate,Monthly_Savings_USD,Has_Debt,Debt_Outstanding_USD,Remittance_Received_USD,Access_to_Healthcare,Access_to_School,Percent_Income_on_Essentials,Financial_Stress_Index
Senegal,Urban,5,47,Male,Tertiary,Farmer,147.48,60.63,48.88,12.41,10.2,18.38,150.5,TRUE,0.154,22.71,FALSE,0,0,TRUE,TRUE,0.89,0.022
Nigeria,Urban,5,25,Female,Tertiary,Trader,128.75,53.91,39.9,11.15,10.15,14.54,129.65,TRUE,0.118,15.19,FALSE,0,0,TRUE,TRUE,0.887,0.022
Nigeria,Urban,7,48,Male,Secondary,Student,82.34,39.91,12.32,5.06,4.92,6.49,68.7,FALSE,0,0,FALSE,0,0,TRUE,FALSE,0.746,0.018
Zambia,Urban,3,48,Male,Tertiary,Salaried,453.14,148.38,119.66,48.65,20.16,7.11,343.96,FALSE,0.029,13.14,TRUE,516.75,0,FALSE,TRUE,0.742,0.022
Zambia,Rural,2,34,Male,Primary,Salaried,183.75,51.28,20.36,2.51,15.94,16.47,106.56,FALSE,0.028,5.14,TRUE,608.31,0,TRUE,TRUE,0.488,0.028
Uganda,Urban,5,39,Male,No_School,Trader,97.35,33.21,20.79,6.62,6.31,51.61,118.54,TRUE,0.132,12.85,FALSE,0,399.79,TRUE,TRUE,0.681,0.028
Zambia,Urban,7,42,Female,Secondary,Farmer,82.01,24.7,25.83,4.72,4.89,13.67,73.81,TRUE,0.037,3.03,FALSE,0,0,FALSE,TRUE,0.724,0.02
Ghana,Urban,4,33,Female,Tertiary,Artisan,127.86,39.12,42.09,16.81,8.1,19.93,126.05,TRUE,0.118,15.09,FALSE,0,340.68,TRUE,FALSE,0.824,0.021
Senegal,Rural,5,23,Female,Secondary,Farmer,89.67,34.36,5.5,5.27,3.71,5.37,54.21,TRUE,0.13,11.66,TRUE,779.76,0,TRUE,TRUE,0.539,0.055
Rwanda,Rural,4,40,Male,Primary,Trader,46.53,19.84,4.76,1.85,0.95,6.35,33.75,FALSE,0.016,0.74,TRUE,816.06,394.53,TRUE,FALSE,0.576,0.107
Cameroon,Urban,6,41,Male,Secondary,Self_Employed,254.64,96.49,73.04,15.73,10.44,104.22,299.92,TRUE,0.096,24.45,FALSE,0,0,TRUE,FALSE,0.766,0.028
Zambia,Urban,2,56,Female,No_School,Salaried,293.28,104.97,55.19,33.5,19.55,47.92,261.13,TRUE,0.22,64.52,FALSE,0,0,FALSE,FALSE,0.725,0.017
Tanzania,Urban,5,31,Male,Primary,Trader,141.29,57.57,43.83,6.03,8.11,15.41,130.95,TRUE,0.159,22.47,FALSE,0,0,TRUE,TRUE,0.812,0.019
Nigeria,Rural,3,53,Male,Primary,Artisan,63.74,21.29,7.73,6.22,1.74,12.99,49.97,FALSE,0.01,0.64,FALSE,0,0,TRUE,TRUE,0.571,0.016
Ghana,Urban,6,26,Female,No_School,Salaried,145.75,65.81,30.9,12.95,2.58,9.45,121.69,TRUE,0.087,12.68,TRUE,933.82,0,TRUE,TRUE,0.765,0.051
Malawi,Urban,4,24,Male,Primary,Trader,85.86,48.08,16.46,6.4,2.02,13.93,86.89,FALSE,0,0,FALSE,0,0,TRUE,TRUE,0.84,0.024
Cameroon,Urban,4,36,Female,Secondary,Student,13.17,5,4.01,0.8,0.72,2.28,12.81,FALSE,0.123,1.62,FALSE,0,0,TRUE,TRUE,0.743,0.019
Rwanda,Urban,7,29,Male,Secondary,Farmer,82.23,35.74,19.66,11,8.87,6.3,81.57,TRUE,0.113,9.29,TRUE,366.79,0,FALSE,TRUE,0.904,0.045
Cameroon,Urban,1,24,Female,No_School,Salaried,206.69,89.86,43.58,21.55,4.92,6.48,166.39,TRUE,0.123,25.42,FALSE,0,0,TRUE,TRUE,0.77,0.016
Zambia,Rural,2,63,Male,Primary,Student,19.6,7.58,1.66,1.06,1.6,2.7,14.6,FALSE,0.046,0.9,FALSE,0,0,FALSE,FALSE,0.578,0.014
Uganda,Urban,5,35,Female,Secondary,Artisan,175.73,77.33,26.45,4.13,3.18,8.84,119.93,FALSE,0.051,8.96,FALSE,0,0,TRUE,FALSE,0.629,0.013
Nigeria,Rural,2,68,Male,Tertiary,Trader,40.76,15.28,1.48,2.46,3.38,3.35,25.95,TRUE,0.119,4.85,FALSE,0,373.28,TRUE,TRUE,0.541,0.01
Nigeria,Urban,5,28,Female,Tertiary,Farmer,194.88,77.06,53.2,10.18,7.7,11.5,159.64,TRUE,0.142,27.67,FALSE,0,0,TRUE,TRUE,0.756,0.016
Malawi,Urban,4,19,Male,No_School,Salaried,220.05,78.28,28.93,18.01,12.61,42.93,180.76,TRUE,0.238,52.37,TRUE,466.95,0,TRUE,TRUE,0.624,0.026
Uganda,Rural,1,55,Female,Primary,Casual_Labour,139.2,50.09,10.05,4.85,11.29,14.25,90.53,TRUE,0.107,14.89,TRUE,447.08,0,FALSE,FALSE,0.544,0.028
Senegal,Urban,3,31,Female,Primary,Self_Employed,286.5,113.03,33.85,25.38,17.93,33.57,223.76,TRUE,0.124,35.53,FALSE,0,0,TRUE,TRUE,0.662,0.015
Kenya,Rural,3,42,Male,Primary,Salaried,211.03,80.08,19.49,10.88,14.2,21.07,145.72,FALSE,0.095,20.05,FALSE,0,0,FALSE,TRUE,0.588,0.012
Ghana,Urban,1,24,Male,Secondary,Trader,258.72,71.59,77.48,17.99,16.29,15.91,199.26,TRUE,0.12,31.05,FALSE,0,0,TRUE,TRUE,0.706,0.015
Nigeria,Urban,3,40,Female,Primary,Salaried,229.25,88.41,77.56,18.23,26.48,29.71,240.39,FALSE,0.069,15.82,FALSE,0,0,TRUE,TRUE,0.915,0.024
Tanzania,Rural,5,24,Male,Tertiary,Casual_Labour,84.01,27.96,6.95,5.43,1.82,12.27,54.43,FALSE,0.061,5.12,FALSE,0,0,FALSE,TRUE,0.496,0.011
Nigeria,Urban,6,39,Female,Secondary,Trader,359.92,111.96,102.63,36.51,20.06,24.71,295.87,TRUE,0.218,78.46,FALSE,0,0,TRUE,TRUE,0.751,0.015
Cameroon,Rural,2,34,Male,Primary,Trader,183.63,76.74,22.73,11.26,11.07,19.16,140.96,TRUE,0.012,2.2,FALSE,0,0,FALSE,FALSE,0.66,0.016
Nigeria,Urban,3,43,Female,Secondary,Salaried,363.72,103.53,96.61,33.96,12.12,55.41,301.63,FALSE,0.055,20,TRUE,772.05,0,TRUE,TRUE,0.675,0.029
Nigeria,Rural,4,48,Male,Secondary,Trader,120.64,39.93,16.21,4.45,10.13,4.95,75.67,TRUE,0.113,13.63,FALSE,0,10.79,FALSE,FALSE,0.581,0.01
Kenya,Urban,4,43,Female,Secondary,Salaried,334.86,92.21,62.19,43.94,15.71,30.68,244.73,TRUE,0.144,48.22,FALSE,0,0,TRUE,TRUE,0.637,0.013
Kenya,Urban,4,45,Male,Tertiary,Farmer,213.82,68.82,46.26,15.25,18.05,30.16,178.54,TRUE,0.103,22.02,FALSE,0,0,FALSE,TRUE,0.691,0.017
Rwanda,Rural,5,39,Male,Primary,Trader,29.46,15.25,3.19,1.65,1.84,1.44,23.37,TRUE,0.113,3.33,FALSE,0,293.84,TRUE,TRUE,0.72,0.015
Senegal,Rural,1,35,Male,Secondary,Student,64.11,19.01,11.19,4.5,3.14,6.81,44.65,TRUE,0.15,9.62,FALSE,0,203.55,FALSE,TRUE,0.581,0.011
Tanzania,Rural,3,46,Female,No_School,Trader,96.01,32.59,0.25,6.77,10.72,7.01,57.34,FALSE,0.088,8.45,FALSE,0,0,FALSE,TRUE,0.519,0.009
Nigeria,Rural,5,39,Male,Primary,Artisan,58.22,26.05,6.67,1.9,0.29,3.75,38.66,TRUE,0.074,4.31,FALSE,0,0,TRUE,TRUE,0.589,0.012
Nigeria,Rural,6,39,Male,Secondary,Self_Employed,107.02,40.74,10.58,2.97,8.41,6.96,69.66,TRUE,0.177,18.94,FALSE,0,0,TRUE,FALSE,0.58,0.01
Ghana,Urban,8,45,Female,No_School,Trader,124.49,42.36,37.47,13.04,12.7,4.09,109.66,FALSE,0,0,TRUE,838.42,0,TRUE,TRUE,0.841,0.056
Kenya,Urban,3,28,Male,No_School,Trader,200.81,60.54,44.83,20.51,3.07,0,128.95,FALSE,0.03,6.02,TRUE,384.31,0,FALSE,TRUE,0.639,0.022
Tanzania,Urban,4,57,Female,No_School,Self_Employed,138.99,55.2,32.6,11.84,8.22,7.22,115.08,TRUE,0.143,19.88,FALSE,0,287.18,TRUE,TRUE,0.77,0.016
Malawi,Urban,3,37,Female,Primary,Trader,138.12,45.21,38.76,11.99,10.25,55.84,162.05,TRUE,0.213,29.42,FALSE,0,0,TRUE,TRUE,0.763,0.026
Rwanda,Urban,4,41,Female,Secondary,Casual_Labour,78.53,39.44,24.8,3.56,2.67,99.21,169.68,TRUE,0.196,15.39,FALSE,0,0,TRUE,TRUE,0.886,0.057
Senegal,Urban,4,39,Male,Tertiary,Farmer,177.56,58.63,50.86,12.4,13.66,13.72,149.27,TRUE,0.114,20.24,FALSE,0,0,TRUE,FALSE,0.759,0.017
Uganda,Urban,5,48,Female,Primary,Farmer,10,5,3.81,0.23,1.03,0.31,10.38,TRUE,0.055,0.55,FALSE,0,0,TRUE,TRUE,0.915,0.021
Senegal,Rural,3,44,Male,No_School,Trader,92.72,38.15,4.96,4.41,7.6,9.9,65.02,FALSE,0.072,6.68,FALSE,0,0,TRUE,TRUE,0.588,0.013
Cameroon,Urban,2,39,Female,Primary,Salaried,142.21,58.42,37.8,11.11,16.55,26.56,150.44,TRUE,0.116,16.5,TRUE,865.89,0,TRUE,TRUE,0.865,0.056
Nigeria,Urban,5,57,Male,No_School,Student,43.92,14.89,8.85,1.67,1.24,5.63,32.28,FALSE,0.051,2.24,FALSE,0,0,TRUE,TRUE,0.593,0.014
Rwanda,Urban,6,18,Male,No_School,Farmer,165.6,52.63,16.31,14.73,8.81,29.11,121.59,TRUE,0.114,18.88,FALSE,0,0,TRUE,TRUE,0.555,0.013
Cameroon,Rural,1,55,Male,Secondary,Salaried,135.47,44.95,10.65,7.99,1.93,16.31,81.83,FALSE,0.078,10.57,FALSE,0,0,FALSE,TRUE,0.48,0.01
Tanzania,Rural,6,51,Female,Tertiary,Farmer,133.02,56.29,13.19,7.87,6.1,21.14,104.59,TRUE,0.155,20.62,FALSE,0,0,TRUE,TRUE,0.623,0.014
Uganda,Rural,6,18,Female,Tertiary,Salaried,173.48,67.08,15.67,2.48,13.07,26.03,124.33,FALSE,0.046,7.98,FALSE,0,0,TRUE,TRUE,0.563,0.014
Kenya,Urban,5,51,Male,No_School,Farmer,87.65,19.23,18.33,5.63,5.95,13.69,62.83,TRUE,0.087,7.63,TRUE,101.41,0,TRUE,TRUE,0.554,0.019
Rwanda,Urban,3,53,Female,No_School,Salaried,180.71,46.95,59.06,16.47,7.85,20.25,150.58,FALSE,0.035,6.32,FALSE,0,0,FALSE,TRUE,0.717,0.018
Rwanda,Urban,3,47,Male,Primary,Salaried,169.36,57.67,41.68,8.39,9.52,32.03,149.29,TRUE,0.184,31.16,TRUE,378.45,0,FALSE,TRUE,0.688,0.029
Nigeria,Urban,4,21,Female,Primary,Farmer,105.66,40.95,18.61,0.81,0.06,8.69,69.12,TRUE,0.124,13.1,TRUE,182.64,0,TRUE,TRUE,0.567,0.02
Zambia,Urban,3,48,Female,Secondary,Self_Employed,245.42,81.96,42.55,31.26,15.01,42.28,213.06,TRUE,0.079,19.39,FALSE,0,0,TRUE,TRUE,0.693,0.018
Rwanda,Urban,3,52,Female,Primary,Salaried,261.32,82.27,79.05,28.44,27.87,35.4,253.03,TRUE,0.136,35.54,TRUE,771.03,0,TRUE,FALSE,0.83,0.036
Ghana,Urban,1,33,Male,No_School,Salaried,395.81,111.26,94.8,18.61,5.41,26.67,256.75,TRUE,0.194,76.79,FALSE,0,0,TRUE,TRUE,0.58,0.009
Uganda,Rural,6,45,Male,Primary,Salaried,167.48,69.32,16.41,9.62,9.92,2.26,107.53,TRUE,0.171,28.64,TRUE,370.23,0,FALSE,FALSE,0.625,0.021
Uganda,Rural,5,36,Female,Tertiary,Self_Employed,92.13,32.89,4.4,2.73,9.31,10.15,59.48,TRUE,0.04,3.69,TRUE,971.49,0,TRUE,TRUE,0.53,0.068
Ghana,Urban,6,51,Male,Secondary,Salaried,463.07,216.55,133.44,37.94,13.58,8.8,410.31,TRUE,0.14,64.83,FALSE,0,0,TRUE,TRUE,0.865,0.018
Malawi,Urban,4,36,Male,Secondary,Casual_Labour,116.37,30.14,38.7,12.16,6.29,12.89,100.18,TRUE,0.192,22.34,FALSE,0,0,TRUE,TRUE,0.744,0.016
Ghana,Urban,6,33,Female,Primary,Casual_Labour,107.34,42.76,23.72,7.51,10.19,187.4,271.58,TRUE,0.137,14.71,FALSE,0,0,TRUE,TRUE,0.777,0.07
Ghana,Urban,5,40,Female,Secondary,Self_Employed,405.08,157.31,114.53,46.44,55.88,56.74,430.9,FALSE,0.038,15.39,FALSE,0,0,TRUE,TRUE,0.921,0.025
Uganda,Rural,3,24,Male,Primary,Casual_Labour,71.28,29.17,3.99,3.17,4.84,2.39,43.56,TRUE,0.05,3.56,FALSE,0,0,FALSE,TRUE,0.57,0.01
Senegal,Urban,4,38,Male,Secondary,Casual_Labour,157.99,64.44,47,18.39,11.12,142.62,283.57,TRUE,0.085,13.43,FALSE,0,0,TRUE,TRUE,0.887,0.048
Uganda,Rural,2,44,Male,Secondary,Trader,187.4,58.94,18.11,9.7,4.66,21.27,112.68,FALSE,0.04,7.5,FALSE,0,208.9,TRUE,FALSE,0.485,0.01
Zambia,Urban,1,50,Female,No_School,Artisan,173.74,58.61,38.09,9.39,12.32,2.4,120.81,TRUE,0.07,12.16,TRUE,625.23,0,TRUE,TRUE,0.678,0.032
Nigeria,Rural,5,43,Female,Primary,Trader,154.71,55.95,0,12.02,7.82,21.44,97.23,FALSE,0.066,10.21,TRUE,166.01,0,TRUE,FALSE,0.487,0.017
Cameroon,Urban,3,23,Female,Primary,Farmer,72.17,20.19,13.43,7.19,5.06,1.41,47.28,TRUE,0.119,8.59,FALSE,0,0,TRUE,TRUE,0.627,0.011
Senegal,Rural,7,56,Female,Secondary,Artisan,120.96,51.07,4.44,4.61,9.01,15.64,84.77,TRUE,0.103,12.46,FALSE,0,0,TRUE,TRUE,0.567,0.012
Kenya,Urban,8,57,Female,Secondary,Trader,34.76,6.15,11.15,2.84,1.85,2.05,24.04,TRUE,0.122,4.24,TRUE,860.7,0,TRUE,TRUE,0.615,0.141
Cameroon,Rural,7,41,Male,Secondary,Salaried,87.09,23.4,4.43,2.92,8.61,18.57,57.93,TRUE,0.158,13.76,FALSE,0,0,FALSE,TRUE,0.447,0.01
Nigeria,Urban,6,31,Male,Secondary,Artisan,50.91,11.84,18.2,3.98,3.89,4.91,42.82,TRUE,0.066,3.36,FALSE,0,0,TRUE,TRUE,0.73,0.017
Zambia,Urban,1,34,Female,Secondary,Farmer,198.85,84.91,73.48,12.01,7.62,0,178.02,TRUE,0.211,41.96,FALSE,0,281.35,TRUE,FALSE,0.891,0.017
Zambia,Rural,3,38,Male,Secondary,Trader,181.43,66.24,8.85,4.74,4.18,16.48,100.49,TRUE,0.174,31.57,FALSE,0,0,TRUE,TRUE,0.461,0.007
Kenya,Rural,2,43,Other,No_School,Salaried,46.27,14.47,4.08,2.22,4.79,2.33,27.89,TRUE,0.036,1.67,TRUE,662.87,0,TRUE,TRUE,0.541,0.086
Senegal,Rural,6,36,Female,Primary,Self_Employed,82.74,29.52,4.57,4.24,7.73,14.29,60.35,FALSE,0.051,4.22,FALSE,0,0,FALSE,FALSE,0.55,0.014
Malawi,Rural,6,30,Female,Primary,Student,52.75,19.44,3.23,2.37,3.61,6.11,34.76,FALSE,0.023,1.21,FALSE,0,0,FALSE,TRUE,0.533,0.012
Ghana,Rural,7,52,Male,Secondary,Casual_Labour,29.1,7.66,0.97,2.04,0.61,2.29,13.57,FALSE,0.078,2.27,FALSE,0,195.65,FALSE,TRUE,0.375,0.005
Senegal,Urban,2,43,Female,Secondary,Farmer,20.59,7.42,5.89,1.08,1.05,2.49,17.93,FALSE,0.06,1.24,FALSE,0,0,FALSE,TRUE,0.715,0.018
Malawi,Urban,7,27,Female,Secondary,Trader,137.82,61.64,39.18,8.73,10.43,19.73,139.71,FALSE,0.088,12.13,FALSE,0,268.34,TRUE,TRUE,0.864,0.023
Zambia,Urban,1,43,Female,Primary,Self_Employed,184.43,84.75,52.84,25.41,5.94,25.73,194.67,TRUE,0.116,21.39,FALSE,0,0,TRUE,TRUE,0.911,0.024
Uganda,Rural,3,42,Male,Primary,Self_Employed,112.14,45.95,5.76,10.99,13.07,0,75.77,TRUE,0.098,10.99,FALSE,0,0,TRUE,TRUE,0.67,0.012
Nigeria,Urban,3,31,Female,Primary,Trader,48.02,17.68,11.79,4.82,1.15,176.04,211.48,TRUE,0.143,6.87,FALSE,0,0,TRUE,TRUE,0.723,0.129
Kenya,Urban,2,54,Female,No_School,Trader,10,5,1.34,1.55,0.25,73.52,81.66,TRUE,0.121,1.21,TRUE,621.79,0,TRUE,TRUE,0.74,0.533
Nigeria,Rural,2,42,Male,Secondary,Trader,59.78,23.88,5.59,2.71,3.99,9.23,45.4,TRUE,0.146,8.73,FALSE,0,287.18,TRUE,TRUE,0.595,0.013
Tanzania,Rural,1,37,Male,No_School,Casual_Labour,85.43,23.18,4.69,4.66,8.36,5.98,46.87,TRUE,0.115,9.82,FALSE,0,0,FALSE,TRUE,0.473,0.007
Tanzania,Urban,3,39,Female,No_School,Casual_Labour,105.81,30.27,20.42,9.46,0,8.77,68.92,TRUE,0.045,4.76,TRUE,771.08,0,TRUE,TRUE,0.563,0.051
Senegal,Urban,7,45,Male,Secondary,Farmer,116.46,45.93,17.8,8.18,4.03,143.12,219.06,TRUE,0.123,14.32,FALSE,0,0,TRUE,TRUE,0.647,0.05
Zambia,Urban,7,39,Male,No_School,Trader,193.69,58.73,50.77,16.23,0,20.34,146.07,TRUE,0.159,30.8,TRUE,214.77,0,FALSE,TRUE,0.646,0.019
Zambia,Urban,2,39,Male,Secondary,Trader,234.9,65.36,59.4,17.53,23.32,208.77,374.38,FALSE,0.074,17.38,FALSE,0,0,TRUE,TRUE,0.702,0.042
Ghana,Urban,1,53,Female,Secondary,Artisan,57.37,25.26,13.79,3.02,1.99,9.46,53.52,TRUE,0.041,2.35,FALSE,0,116.67,TRUE,TRUE,0.755,0.021
Ghana,Rural,3,23,Male,Secondary,Casual_Labour,64.04,22.7,0,3.52,7.04,7.01,40.27,FALSE,0.105,6.72,TRUE,626.35,0,TRUE,TRUE,0.511,0.062
Ghana,Rural,6,25,Male,No_School,Salaried,217.26,75.05,24.85,7.55,1.88,110.42,219.75,TRUE,0.185,40.19,FALSE,0,0,FALSE,TRUE,0.501,0.021
Uganda,Rural,9,49,Male,No_School,Farmer,75.77,20.14,3.75,3.92,2.12,6.71,36.64,TRUE,0.102,7.73,TRUE,187.05,0,TRUE,TRUE,0.39,0.019
Cameroon,Urban,2,69,Female,Secondary,Farmer,165.57,52.75,68.86,11.86,8.1,13.65,155.22,FALSE,0.134,22.19,FALSE,0,0,TRUE,TRUE,0.85,0.02
Rwanda,Rural,2,51,Female,Primary,Trader,45.15,14.72,2.17,3.2,3.32,6.47,29.88,FALSE,0.033,1.49,FALSE,0,0,FALSE,TRUE,0.507,0.012
Cameroon,Urban,4,62,Female,Tertiary,Artisan,162.73,46.65,39.18,16.06,10.01,24.73,136.63,FALSE,0.077,12.53,FALSE,0,0,TRUE,TRUE,0.683,0.017
Nigeria,Urban,4,35,Female,Primary,Farmer,120.21,31.85,23.03,5.93,4.86,8.47,74.14,TRUE,0.068,8.17,FALSE,0,0,TRUE,FALSE,0.542,0.01
Cameroon,Rural,2,32,Female,Secondary,Self_Employed,56.2,26.55,7,1.52,0,10.2,45.27,FALSE,0.118,6.63,FALSE,0,0,TRUE,FALSE,0.613,0.015
Uganda,Urban,6,45,Male,No_School,Farmer,127.07,57.01,38.23,12.94,6.55,21.11,135.84,FALSE,0.044,5.59,FALSE,0,118.64,TRUE,TRUE,0.896,0.025
Nigeria,Urban,4,51,Female,Primary,Salaried,390.59,133.84,84.75,8.69,21.09,4.55,252.92,FALSE,0.091,35.54,FALSE,0,0,FALSE,FALSE,0.634,0.011
Cameroon,Rural,2,24,Male,Tertiary,Self_Employed,10,5,0.51,0.57,0.45,0.58,7.11,TRUE,0.177,1.77,FALSE,0,0,FALSE,TRUE,0.594,0.01
Uganda,Urban,6,37,Female,Secondary,Self_Employed,280.62,64.32,74.62,22.14,28.08,19.15,208.31,TRUE,0.106,29.75,TRUE,973.13,265.96,TRUE,TRUE,0.672,0.032
Rwanda,Rural,3,40,Male,Secondary,Self_Employed,10,5,1.41,0.21,0.52,0.82,7.96,TRUE,0.165,1.65,FALSE,0,0,FALSE,TRUE,0.649,0.012
Cameroon,Urban,3,32,Female,Primary,Student,60.97,11.72,19.77,2.35,6.3,2.78,42.92,TRUE,0.086,5.24,FALSE,0,0,TRUE,TRUE,0.648,0.013
Uganda,Rural,3,33,Female,Tertiary,Trader,246.93,78.6,24,4.7,18.55,22.75,148.6,TRUE,0.172,42.47,FALSE,0,0,TRUE,TRUE,0.508,0.008
Ghana,Urban,5,50,Female,Secondary,Trader,124.87,26.04,41.76,10.08,9.56,13.79,101.23,TRUE,0.036,4.5,FALSE,0,0,FALSE,TRUE,0.695,0.017
Zambia,Urban,2,46,Female,No_School,Student,36.27,12.46,7.2,3.5,3.11,6.76,33.03,TRUE,0.262,9.5,FALSE,0,0,TRUE,TRUE,0.705,0.016
Ghana,Rural,6,50,Female,No_School,Farmer,39.37,14.32,2.33,3.01,2.79,6.06,28.51,TRUE,0.157,6.18,FALSE,0,0,FALSE,TRUE,0.556,0.012
Zambia,Urban,3,44,Male,No_School,Salaried,162.66,54.8,47.52,8.25,7.84,35.57,153.98,TRUE,0.216,35.13,TRUE,583.99,244.78,TRUE,TRUE,0.724,0.038
Kenya,Urban,3,30,Male,No_School,Casual_Labour,12.18,6.11,2.54,1.09,0.91,118.21,128.86,TRUE,0.168,2.05,FALSE,0,0,TRUE,TRUE,0.808,0.304
Kenya,Urban,1,45,Male,Tertiary,Casual_Labour,81.06,27.2,7.33,5.08,6.97,8.63,55.21,FALSE,0.156,12.65,TRUE,669.7,0,TRUE,TRUE,0.568,0.055
Kenya,Urban,4,29,Male,Primary,Student,78.48,36.97,28.9,7.47,5.91,7.29,86.54,TRUE,0,0,TRUE,903.6,0,TRUE,TRUE,0.997,0.088
Rwanda,Urban,7,36,Male,Primary,Farmer,116.07,43.03,32.91,5.7,1.8,10.88,94.32,FALSE,0.108,12.54,FALSE,0,273.56,TRUE,TRUE,0.713,0.016
Ghana,Urban,4,28,Male,Primary,Casual_Labour,134.92,66.23,33.95,14.01,11.37,9.61,135.17,FALSE,0.058,7.83,FALSE,0,0,TRUE,TRUE,0.924,0.023
Zambia,Rural,1,33,Female,Primary,Casual_Labour,27.81,6.32,1.33,1.35,2.29,136.8,148.09,FALSE,0.014,0.39,TRUE,93,250.73,TRUE,FALSE,0.392,0.175
Uganda,Urban,1,41,Female,Primary,Self_Employed,164.94,45.23,54.1,12.37,14.08,13.21,138.99,TRUE,0.227,37.44,FALSE,0,0,TRUE,TRUE,0.758,0.015
Nigeria,Urban,2,35,Male,No_School,Trader,58.19,19.2,24.72,7.01,2.94,7.95,61.82,TRUE,0.12,6.98,TRUE,404.85,0,TRUE,TRUE,0.91,0.06
Uganda,Urban,4,29,Male,No_School,Salaried,264.85,122.42,85.34,27.17,10,30.84,275.77,TRUE,0.245,64.89,FALSE,0,0,TRUE,TRUE,0.921,0.021
Nigeria,Urban,8,54,Female,Secondary,Self_Employed,254.6,84.85,71.14,22.94,14.98,16.85,210.76,TRUE,0.1,25.46,TRUE,940.21,0,TRUE,TRUE,0.759,0.036
Tanzania,Rural,3,39,Male,Primary,Student,16.37,5,2.25,1.32,1.44,154.55,164.56,FALSE,0.082,1.34,FALSE,0,0,FALSE,FALSE,0.576,0.296
Uganda,Urban,4,34,Female,Tertiary,Trader,10,5,2.79,0.64,0.17,0.22,8.82,TRUE,0.157,1.57,TRUE,607.1,0,TRUE,FALSE,0.782,0.312
Cameroon,Rural,3,27,Male,Primary,Trader,84.14,34.78,10.34,3.33,5.13,11.83,65.41,TRUE,0.049,4.12,FALSE,0,0,TRUE,TRUE,0.629,0.016
Cameroon,Urban,4,18,Female,Secondary,Self_Employed,92.1,27.29,27.34,10.12,0.02,11.5,76.27,FALSE,0.071,6.54,FALSE,0,0,TRUE,TRUE,0.696,0.017
Senegal,Rural,2,37,Male,Tertiary,Self_Employed,14,5,1.19,0.67,0.25,0.69,7.8,TRUE,0.158,2.21,FALSE,0,0,TRUE,TRUE,0.474,0.006
Ghana,Urban,4,23,Male,Secondary,Salaried,328.61,154,93.77,27.42,30.43,36.45,342.07,TRUE,0.167,54.88,FALSE,0,0,TRUE,TRUE,0.927,0.023
Nigeria,Rural,3,49,Female,Secondary,Trader,162.9,71.26,4.09,11.91,11.07,7.68,106.01,FALSE,0.061,9.94,FALSE,0,0,FALSE,TRUE,0.6,0.012
Nigeria,Rural,7,40,Male,Primary,Self_Employed,188.23,85.86,24.88,7.38,4.96,23.11,146.19,TRUE,0.051,9.6,FALSE,0,0,TRUE,FALSE,0.65,0.016
Ghana,Urban,3,59,Male,Secondary,Farmer,174.59,72.6,48.96,17.89,13.83,3.54,156.82,TRUE,0.157,27.41,TRUE,872.76,0,TRUE,TRUE,0.873,0.045
Rwanda,Urban,5,43,Male,Primary,Farmer,186.58,54.15,41.41,6.17,7.75,23.03,132.51,TRUE,0.069,12.87,FALSE,0,0,FALSE,FALSE,0.584,0.013
Senegal,Urban,3,31,Female,Secondary,Salaried,252.11,87.66,42.65,19.54,18.29,0,168.14,TRUE,0.079,19.92,FALSE,0,0,FALSE,TRUE,0.664,0.012
Rwanda,Rural,1,18,Male,Primary,Trader,166.04,45.78,20.28,9.87,12.15,20.51,108.59,TRUE,0.075,12.45,FALSE,0,0,FALSE,TRUE,0.527,0.011
Rwanda,Urban,6,50,Female,Secondary,Self_Employed,294.85,123.34,71.68,24.4,23.62,11.67,254.71,TRUE,0.141,41.57,TRUE,827.83,0,TRUE,TRUE,0.821,0.032
Rwanda,Urban,7,24,Female,Secondary,Self_Employed,247.96,77.35,96.5,33.1,21.6,117.25,345.8,TRUE,0.164,40.67,FALSE,0,164.18,TRUE,TRUE,0.918,0.034
Ghana,Rural,5,35,Female,Primary,Self_Employed,98.29,22.62,6.08,4.17,5.31,155.78,193.96,FALSE,0.05,4.91,TRUE,416.65,389.21,FALSE,FALSE,0.385,0.076
Rwanda,Urban,4,60,Male,Primary,Casual_Labour,47.47,16.99,10.91,5.73,2.52,1.92,38.07,TRUE,0.128,6.08,FALSE,0,0,TRUE,TRUE,0.746,0.015
Cameroon,Rural,1,47,Other,Secondary,Farmer,85.6,36.7,3.77,3.96,8.59,100.17,153.19,FALSE,0.068,5.82,FALSE,0,0,TRUE,TRUE,0.612,0.048
Kenya,Rural,8,45,Female,Tertiary,Trader,108.41,27.49,9.8,3.4,3.65,13.64,57.98,TRUE,0.146,15.83,FALSE,0,0,TRUE,TRUE,0.405,0.006
Tanzania,Rural,4,51,Male,Secondary,Trader,67.06,22.88,7.22,2.76,5.06,4.98,42.9,FALSE,0,0,FALSE,0,0,FALSE,TRUE,0.557,0.012
